Venue,Venue ID,Venue Latitude,Venue Longitude,Venue Category
Spritz da Cammarota,4f64916ee4b09987d16634a3,40.8421160417837,14.247617923655538,Bar
Ristorante La locanda del nero,4d480576bb482c0f34d944a3,40.84090026447199,14.24694952207481,Italian Restaurant
Pedamentina a San Martino,51bdcd98498e3cd961ee0363,40.84566924790632,14.243528331935304,Trail
Toledo station - Bed & Breakfast,525fb406498e85cfda85b2d6,40.84151617647875,14.248527950676944,Hotel
Piazza Salvo d'Acquisto (Piazza Carità),4c8fbe4afbe58cfa47361cb9,40.84444956905126,14.249189335317435,Plaza
Antica Hosteria Toledo,4c5ac263f346c9281cbb4fca,40.840921830439655,14.248122442886867,Italian Restaurant
Trattoria Da Nennella,4b8ed082f964a520cc3833e3,40.84199,14.2487,Italian Restaurant
Palazzo Magnocavallo B&B,5278d76611d26928eab1a351,40.84441451495511,14.245855808258055,Bed & Breakfast
NeapolitanTrips,58ce5084260327583b687cbc,40.842568543483175,14.250846809538992,Hostel
Largo San Martino,4c1045206b7e2d7fbc752735,40.844185611977956,14.240578534302184,Plaza
Pescheria Azzurra,52282fcb498e5f7d327ae8f5,40.84670773585842,14.247122941328845,Fish Market
Belvedere Di San Martino,556705f5498ee2d4feddae39,40.84416102480422,14.240650805666867,Scenic Lookout
Palazzo Zevallos Stigliano,4c0108dfde3376b04c27f9a4,40.83980461632448,14.248414027821527,Art Museum
Certosa di San Martino,4c9f5a2254c8a1cde10c964b,40.844174885990775,14.24067362545423,Church
"Pizzeria ""al 22""",4dbee09f43a1d8504bc921c4,40.84542831504921,14.248256002380636,Pizza Place
La Taverna del Buongustaio,4d4c86a35f9db60c42703650,40.845970824082436,14.248832769475255,Italian Restaurant
Scaturchio,4c72dcf80e8cbfb7d31c05db,40.846959981448705,14.24579126174964,Dessert Shop
Museo di San Martino,4ce93ec0595cb1f72c8acd14,40.843810863814454,14.240289652674766,Art Museum
Pizzeria da Attilio,4dbeefc06e810768bf991b96,40.84528772759621,14.248390650453286,Pizza Place
Pintauro,4cb07d44eb65b1f7a4576ccd,40.839224207510384,14.24848035154776,Cupcake Shop
'Ntretella - Pizzeria Friggitoria,500af133e4b0bfba228c5052,40.83856606852565,14.247124911562427,Pizza Place
L'Angolino,51d48006498eddc3cd44f3a6,40.84209062371982,14.25154858896032,Italian Restaurant
Fantasia Gelati,4c0c14a27e3fc9280c4df682,40.84568599915437,14.249302425996465,Ice Cream Shop
6 small rooms,4ba69447f964a520f35f39e3,40.84569943338236,14.249971361575625,Hostel
Pepe Nero,5066e99fe4b073ee75da3b57,40.84412871306977,14.249214969976482,Restaurant
Il Garum,4ccc0dca566aa09317af1efd,40.84506,14.250420000000002,Italian Restaurant
Gelateria Della Scimmia,4c6e60b0d5c3a1cdde10c82b,40.84425314510168,14.24926039285575,Ice Cream Shop
Leopoldo Infante,540185c6498e30d5fcd063db,40.845045035719174,14.249204534557649,Dessert Shop
Gay-Odin,4c80ae436cc2b713fabf139b,40.84481347488872,14.248857265303547,Candy Store
Pizzeria 900,4d3c28b1457cb60ca53aeda4,40.846236,14.249038,Pizza Place
Mercato Pignasecca,4ddbc0c1091a19449efcdb1a,40.84615240763456,14.248164569895167,Market
Fiorenzano Pizzaioli Dal 1897,5a9d9cdfe075506f4a08cf0a,40.847218,14.246012,Pizza Place
Ceraldi Caffè,4d54d50158856dcb6c8c426d,40.84440012671372,14.249093016030136,Café
Burger King,55e1ac47498e3be4f6dea2cb,40.844366811202974,14.249606742781902,Fast Food Restaurant
Carrefour Express,51488a42e4b014f4896510e0,40.84223781345959,14.25140096230685,Convenience Store
Vodafone One,4d11f3fdffa36ea8346df5da,40.843820291106546,14.24928878216258,Electronics Store
Imperial Caffè,4c4952f71b430f4726ac60c3,40.844192,14.249443,Coffee Shop
Eagle Gym,4c852243d4e237041ac77f88,40.84590060231145,14.241857914687364,Gym
Funicolare di Montesanto - Corso Vittorio Emanuele,4ca0f2ce0df79c74607a301a,40.846132394161636,14.242010592649455,Cable Car
Largo San Martino,4c1045206b7e2d7fbc752735,40.844185611977956,14.240578534302184,Plaza
Belvedere Di San Martino,556705f5498ee2d4feddae39,40.84416102480422,14.240650805666867,Scenic Lookout
Certosa di San Martino,4c9f5a2254c8a1cde10c964b,40.844174885990775,14.24067362545423,Church
San Francesco Al Monte Hotel Naples,4bc88778dc55eee10f88e8ac,40.843206836018055,14.244564878660526,Hotel
Museo di San Martino,4ce93ec0595cb1f72c8acd14,40.843810863814454,14.240289652674766,Art Museum
Castel Sant'Elmo,4bb4f4a00fb7b71300bcbf8a,40.844407775352025,14.239091703811093,Castle
Ristorante La locanda del nero,4d480576bb482c0f34d944a3,40.84090026447199,14.24694952207481,Italian Restaurant
Antica Capri,4f4947d6e4b0a644edb8a3f4,40.84194,14.24789,Italian Restaurant
'Ntretella - Pizzeria Friggitoria,500af133e4b0bfba228c5052,40.83856606852565,14.247124911562427,Pizza Place
Spritz da Cammarota,4f64916ee4b09987d16634a3,40.8421160417837,14.247617923655538,Bar
Antica Hosteria Toledo,4c5ac263f346c9281cbb4fca,40.840921830439655,14.248122442886867,Italian Restaurant
Palazzo Magnocavallo B&B,5278d76611d26928eab1a351,40.84441451495511,14.245855808258055,Bed & Breakfast
Funicolare Centrale - Petraio,4ca0fe050df79c74b9cc301a,40.84123287287681,14.238860607147215,Cable Car
Arx Café,4cd169d92fd9b60ccdbe86eb,40.844469591944645,14.239940591619707,Café
Museo Napoli Novecento,4ff1a4ece4b0dccbdddb9fea,40.84370796546732,14.239551578733526,Art Museum
Largo San Martino,4c1045206b7e2d7fbc752735,40.844185611977956,14.240578534302184,Plaza
Belvedere Di San Martino,556705f5498ee2d4feddae39,40.84416102480422,14.240650805666867,Scenic Lookout
Certosa di San Martino,4c9f5a2254c8a1cde10c964b,40.844174885990775,14.24067362545423,Church
Pedamentina a San Martino,51bdcd98498e3cd961ee0363,40.84566924790632,14.243528331935304,Trail
Museo di San Martino,4ce93ec0595cb1f72c8acd14,40.843810863814454,14.240289652674766,Art Museum
San Francesco Al Monte Hotel Naples,4bc88778dc55eee10f88e8ac,40.843206836018055,14.244564878660526,Hotel
Castel Sant'Elmo,4bb4f4a00fb7b71300bcbf8a,40.844407775352025,14.239091703811093,Castle
Palazzo Magnocavallo B&B,5278d76611d26928eab1a351,40.84441451495511,14.245855808258055,Bed & Breakfast
Antica Capri,4f4947d6e4b0a644edb8a3f4,40.84194,14.24789,Italian Restaurant
Ristorante La locanda del nero,4d480576bb482c0f34d944a3,40.84090026447199,14.24694952207481,Italian Restaurant
Scaturchio,4c72dcf80e8cbfb7d31c05db,40.846959981448705,14.24579126174964,Dessert Shop
Spritz da Cammarota,4f64916ee4b09987d16634a3,40.8421160417837,14.247617923655538,Bar
"Pizzeria ""al 22""",4dbee09f43a1d8504bc921c4,40.84542831504921,14.248256002380636,Pizza Place
Antica Pizzeria Prigiobbo,4c0c081fbbc676b0b3764cd5,40.841809409675726,14.247912853570073,Pizza Place
Piazza Montesanto,4ede486d29c2b9122cf4d74e,40.84733404888337,14.245808294922107,Plaza
Ristorante Renzo e Lucia,4e0244ee1f6ef39c2945d3ac,40.845211792873904,14.238995240126467,Italian Restaurant
"Trattoria ""A Pignata""",4ea5b36c8b81a02f8af312b8,40.84264746467072,14.248320834245582,Trattoria/Osteria
Carrefour Express,4cde792df8cdb1f789498b12,40.839645000000004,14.241512,Convenience Store
Fiorenzano Pizzaioli Dal 1897,5a9d9cdfe075506f4a08cf0a,40.847218,14.246012,Pizza Place
Arx Café,4cd169d92fd9b60ccdbe86eb,40.844469591944645,14.239940591619707,Café
Pizzeria Da Eduardo,4d777adb8963f04d7893ec37,40.84130466583427,14.24367916400647,Pizza Place
Eagle Gym,4c852243d4e237041ac77f88,40.84590060231145,14.241857914687364,Gym
Museo Napoli Novecento,4ff1a4ece4b0dccbdddb9fea,40.84370796546732,14.239551578733526,Art Museum
Bar Luciano,4d5cbda13f92236a2162e21d,40.84085708582742,14.243190887762712,Café
Funicolare di Montesanto - Corso Vittorio Emanuele,4ca0f2ce0df79c74607a301a,40.846132394161636,14.242010592649455,Cable Car
Scala Montesanto,51a9d9a9498ebe067d5063c8,40.846501,14.242273999999998,Trail
Funicolare Centrale - Corso Vittorio Emanuele,4ca0f3590df79c74d07e301a,40.839739341195546,14.242695645243552,Cable Car
Funicolare Centrale - Petraio,4ca0fe050df79c74b9cc301a,40.84123287287681,14.238860607147215,Cable Car
Metro Montesanto (L2),4c9a2fbe3bc3199ccb5fb062,40.847336296607615,14.243988990783693,Metro Station
Largo San Martino,4c1045206b7e2d7fbc752735,40.844185611977956,14.240578534302184,Plaza
Belvedere Di San Martino,556705f5498ee2d4feddae39,40.84416102480422,14.240650805666867,Scenic Lookout
Certosa di San Martino,4c9f5a2254c8a1cde10c964b,40.844174885990775,14.24067362545423,Church
San Francesco Al Monte Hotel Naples,4bc88778dc55eee10f88e8ac,40.843206836018055,14.244564878660526,Hotel
Museo di San Martino,4ce93ec0595cb1f72c8acd14,40.843810863814454,14.240289652674766,Art Museum
Ristorante La locanda del nero,4d480576bb482c0f34d944a3,40.84090026447199,14.24694952207481,Italian Restaurant
'Ntretella - Pizzeria Friggitoria,500af133e4b0bfba228c5052,40.83856606852565,14.247124911562427,Pizza Place
Antica Hosteria Toledo,4c5ac263f346c9281cbb4fca,40.840921830439655,14.248122442886867,Italian Restaurant
Spritz da Cammarota,4f64916ee4b09987d16634a3,40.8421160417837,14.247617923655538,Bar
Funicolare Centrale - Petraio,4ca0fe050df79c74b9cc301a,40.84123287287681,14.238860607147215,Cable Car
Arx Café,4cd169d92fd9b60ccdbe86eb,40.844469591944645,14.239940591619707,Café
Museo Napoli Novecento,4ff1a4ece4b0dccbdddb9fea,40.84370796546732,14.239551578733526,Art Museum
Libreria Berisio,550ee593498e446e1f0f8318,40.84940538217767,14.25114938774787,Bookstore
Piazza del Gesù Nuovo,4c8cbf82c37a6dcb4be1f97a,40.84705303332752,14.251842483923676,Plaza
Pescheria Azzurra,52282fcb498e5f7d327ae8f5,40.84670773585842,14.247122941328845,Fish Market
Piazza Dante,4bf78ff9b182c9b6acff755a,40.849016483386066,14.250187996123818,Plaza
Ristorante Al 53,4c8cba3df0ce236a03a11aef,40.84866771544055,14.250225632431464,Italian Restaurant
OAK Wine and Craft Beer,5b65ab0678782c0039168862,40.846973999999996,14.250379999999998,Bar
Port'Alba,4fb4d69de4b0fbb02d93b67e,40.84944801189313,14.250506163021054,Historic Site
Aladin,4c1bdeb0c09ed13a2d91828e,40.846128,14.250241199999998,Middle Eastern Restaurant
Hotel Piazza Bellini,4bcb6ffd0687ef3b91bfddcc,40.850463483903475,14.251416073289725,Hotel
La Taverna del Buongustaio,4d4c86a35f9db60c42703650,40.845970824082436,14.248832769475255,Italian Restaurant
Piazza Vincenzo Bellini,4dfd4a49814df5e64def751a,40.84984303480388,14.252102126254087,Plaza
Gay-Odin,4e88b0c77beb54dc103a4807,40.84771247232021,14.253135616979515,Ice Cream Shop
Complesso Santa Chiara,51badee2498eaaef95007eb8,40.84601971051118,14.253205892266903,Historic Site
slash napoli,54936f72498efdb6a1110c4f,40.85063004463701,14.250610070271854,Bar
Spazio Nea,4eaaf65861af01ea2a95dd2d,40.850177760012016,14.25206763107147,Art Gallery
Fresco & Toast,56b25749498e28dddb5a071f,40.84785686365941,14.253405290957101,Sandwich Place
Scaturchio,4c72dcf80e8cbfb7d31c05db,40.846959981448705,14.24579126174964,Dessert Shop
Spaccanapoli,4d8366e440a7a35d45eaf4bd,40.847935456297186,14.253376900837955,Road
Pizzeria Giuliano,4b8ecf2cf964a5207f3833e3,40.84561425644705,14.250846958154574,Pizza Place
Centrale del Caffè,5582a1e1498e84365ed33e7b,40.847871285970534,14.253643582034474,Café
"Pizzeria ""al 22""",4dbee09f43a1d8504bc921c4,40.84542831504921,14.248256002380636,Pizza Place
Piazza Salvo d'Acquisto (Piazza Carità),4c8fbe4afbe58cfa47361cb9,40.84444956905126,14.249189335317435,Plaza
Conservatorio di musica San Pietro a Majella,4d1088c55584f04d7d315816,40.849734171080826,14.252173164939554,Music School
Scaturchio,4c189c0e1436a593538a8d75,40.84845918375657,14.25484229822716,Dessert Shop
6 small rooms,4ba69447f964a520f35f39e3,40.84569943338236,14.249971361575625,Hostel
Cappella Sansevero,4c8ca4eecf3ea143e42cf751,40.84919412896095,14.254860269558003,Art Museum
Perditempo,4b8e61dbf964a520202033e3,40.849704116639316,14.252615113402516,Bar
Hotel Correra 241 Lifestyle,4bc887b4dc55eee14388e8ac,40.850974909987606,14.249111867318295,Hotel
Lazzarella,4cc450edd43ba143261a66f8,40.846360502719065,14.251270369624278,Café
Piazza San Domenico Maggiore,4cf1746f7bf3b60ce6dd5f7f,40.84851554202003,14.254933523383913,Plaza
Fantasia Gelati,4c0c14a27e3fc9280c4df682,40.84568599915437,14.249302425996465,Ice Cream Shop
Mexico,4c7b9f6197028cfa324ce1fe,40.84930825054036,14.249967250463845,Café
Il Gelato Mennella,55a6c2a5498e2f07cdd7f7a7,40.843627960558564,14.249008720159381,Ice Cream Shop
Zen 2,4f268648e4b0acaffa37de8a,40.847371792927156,14.249834360737498,Japanese Restaurant
Palazzo Venezia,4f9c17b4e4b04f3d09151945,40.848130609069074,14.25355859769726,Historic Site
L di Leopoldo Infante,5463420f498e6bb7cee8039c,40.84818597785772,14.254460141427646,Café
Pizzeria da Attilio,4dbeefc06e810768bf991b96,40.84528772759621,14.248390650453286,Pizza Place
Leon d'Oro,4c780a92794e224bd0cd6028,40.848775656454464,14.25009437286629,Italian Restaurant
Pizzeria Palazzo Petrucci,5808a70638fa7419a7054d87,40.84851,14.255167000000002,Pizza Place
Centro Storico di Napoli,5206227711d2055533721863,40.84747750849016,14.252763675631476,Historic Site
Teatro Bellini,4cf287891c158cfa7c2ad8b5,40.851234846534815,14.250920505739751,Theater
Piazza Montesanto,4ede486d29c2b9122cf4d74e,40.84733404888337,14.245808294922107,Plaza
Leopoldo,5117b129e4b0810630d4bd77,40.847912257599354,14.249535221515195,Dessert Shop
Il Garum,4ccc0dca566aa09317af1efd,40.84506,14.250420000000002,Italian Restaurant
Caffè Letterario,4f6624f9e4b075c714bc9046,40.84996635890539,14.252078678217867,Café
Bourbon Street Jazz Club,4d41da22e6b788bf7dc348f4,40.850241718392674,14.25074815750122,Jazz Club
La Taverna a Santa Chiara,51ee6e6f498e08cbc51fba96,40.84728,14.25322,Italian Restaurant
Palazzo Petrucci,4e5e92af1838f72552781bab,40.84850647108321,14.25491163140299,Italian Restaurant
Drago D'oro,4df3f22752b100c2d7fc9edb,40.844471006001505,14.251395284361665,Chinese Restaurant
Galleria 19,4d45df61e198721ee726ca8b,40.848670186450455,14.252520231652744,Nightclub
Il Birraiuolo - Craft Beer Bar,54d3e89e498eb8dbbdf758e5,40.8504222885865,14.250740110874176,Beer Bar
Galleria Principe di Napoli,4d434a30e5f5548161a5fb17,40.85199620964146,14.250299445136205,Shopping Mall
Osteria Carmela,4d7cb882136bf04d6efa638d,40.85117,14.2513,Italian Restaurant
Un SorRiso Integrale,4cf10fa7c9af6dcbd7e5967f,40.84985760845529,14.252396610171127,Vegetarian / Vegan Restaurant
'O Greco,5176ae71e4b0888c413baf9d,40.848000142230894,14.253166814130351,Greek Restaurant
Alter Ego,542873a5498eefacefae22ee,40.85085457754722,14.25189494439575,Music Venue
Caffetteria San Domenico,4cc2c73db2beb1f767ef114c,40.84858957294345,14.254851166596186,Café
Cinema Modernissimo,4c1d0606fcf8c9b6d903ab0b,40.84778253847424,14.249830258601392,Multiplex
Ubik,4e1f17dc45dd3be9c47a0eb1,40.848040000000005,14.254229999999998,Bookstore
Il Taschino,50143f61e4b097af8a7e5861,40.84990468531539,14.252115471786931,Pub
Pepe Nero,5066e99fe4b073ee75da3b57,40.84412871306977,14.249214969976482,Restaurant
Piazza Monteoliveto,4dc3e451d164eb9c9fc68854,40.84543419082932,14.25086671615875,Plaza
Jamon,55f4aa09498ec17bcfcd0c5d,40.848465546734225,14.254841838296914,Bistro
Pizzeria 900,4d3c28b1457cb60ca53aeda4,40.846236,14.249038,Pizza Place
Upnea,4f4957a5e4b052593b50fa69,40.8474904981716,14.254771471023558,Bistro
Convento di San Domenico Maggiore,52ab71d411d2aafca878eb7b,40.84949744843488,14.254336489969475,Historic Site
Hopera Cafe' 900,5177d2d0067d733267762ccd,40.846640356137634,14.251458942890167,Café
Decumani Hotel de Charme,4c4d2db7a34b2d7fc0d1e398,40.846588869008045,14.254955060995767,Hotel
Tandem,5b61b2c5da7080002c3a112b,40.846176,14.251351000000001,Italian Restaurant
Brigantaggio & Beveraggio,52d6f7e611d2f8a74eb456bf,40.84608840942383,14.25119400024414,Pub
Pizzeria Vesi,4d4d552e9ee1a35db06e24df,40.84985608989045,14.253766664926353,Pizza Place
Gelateria Della Scimmia,4c6e60b0d5c3a1cdde10c82b,40.84425314510168,14.24926039285575,Ice Cream Shop
Mercato Pignasecca,4ddbc0c1091a19449efcdb1a,40.84615240763456,14.248164569895167,Market
Leopoldo Infante,540185c6498e30d5fcd063db,40.845045035719174,14.249204534557649,Dessert Shop
Culture Hotel,51505118e4b05bcb35516455,40.84431844500255,14.251701413911054,Hotel
Ecomesarà,4efb84ad9911cd89d010f40a,40.84583402450214,14.254359202215776,Italian Restaurant
Fiorenzano Pizzaioli Dal 1897,5a9d9cdfe075506f4a08cf0a,40.847218,14.246012,Pizza Place
Gay-Odin,4c80ae436cc2b713fabf139b,40.84481347488872,14.248857265303547,Candy Store
Fontana di Monteoliveto,4d6a4612342b8cfa0ed2d42c,40.8454844844376,14.250908583408377,Fountain
Taverna del Cerriglio,4c8cb9495e38b1f710d633f9,40.84674394839258,14.251499616657286,Pizza Place
O' Munaciello,4c0cea5898102d7fec4fe106,40.84683,14.251560000000001,Italian Restaurant
Volver Café,4d5f04aae4fe54818ecb6e9e,40.850075291485325,14.250645797564292,Nightclub
Burger King,55e1ac47498e3be4f6dea2cb,40.844366811202974,14.249606742781902,Fast Food Restaurant
Ceraldi Caffè,4d54d50158856dcb6c8c426d,40.84440012671372,14.249093016030136,Café
Trattoria Totó Eduardo e Pasta e Fagioli,4e99d49c02d5df1b50008efe,40.8483137360325,14.241328640111314,Trattoria/Osteria
Pedamentina a San Martino,51bdcd98498e3cd961ee0363,40.84566924790632,14.243528331935304,Trail
Scaturchio,4c72dcf80e8cbfb7d31c05db,40.846959981448705,14.24579126174964,Dessert Shop
Pescheria Azzurra,52282fcb498e5f7d327ae8f5,40.84670773585842,14.247122941328845,Fish Market
Largo San Martino,4c1045206b7e2d7fbc752735,40.844185611977956,14.240578534302184,Plaza
Belvedere Di San Martino,556705f5498ee2d4feddae39,40.84416102480422,14.240650805666867,Scenic Lookout
Certosa di San Martino,4c9f5a2254c8a1cde10c964b,40.844174885990775,14.24067362545423,Church
Castel Sant'Elmo,4bb4f4a00fb7b71300bcbf8a,40.844407775352025,14.239091703811093,Castle
Piazza Montesanto,4ede486d29c2b9122cf4d74e,40.84733404888337,14.245808294922107,Plaza
Museo di San Martino,4ce93ec0595cb1f72c8acd14,40.843810863814454,14.240289652674766,Art Museum
Palazzo Magnocavallo B&B,5278d76611d26928eab1a351,40.84441451495511,14.245855808258055,Bed & Breakfast
Fiorenzano Pizzaioli Dal 1897,5a9d9cdfe075506f4a08cf0a,40.847218,14.246012,Pizza Place
Ristorante Renzo e Lucia,4e0244ee1f6ef39c2945d3ac,40.845211792873904,14.238995240126467,Italian Restaurant
Mercato Pignasecca,4ddbc0c1091a19449efcdb1a,40.84615240763456,14.248164569895167,Market
Parco Viviani,4d68e1dbfd7ea35dc6f39d4a,40.848563866938136,14.239347189697313,Park
Arx Café,4cd169d92fd9b60ccdbe86eb,40.844469591944645,14.239940591619707,Café
Pescheria Azzurra,52282fcb498e5f7d327ae8f5,40.84670773585842,14.247122941328845,Fish Market
Scaturchio,4c72dcf80e8cbfb7d31c05db,40.846959981448705,14.24579126174964,Dessert Shop
Aladin,4c1bdeb0c09ed13a2d91828e,40.846128,14.250241199999998,Middle Eastern Restaurant
Piazza Salvo d'Acquisto (Piazza Carità),4c8fbe4afbe58cfa47361cb9,40.84444956905126,14.249189335317435,Plaza
La Taverna del Buongustaio,4d4c86a35f9db60c42703650,40.845970824082436,14.248832769475255,Italian Restaurant
OAK Wine and Craft Beer,5b65ab0678782c0039168862,40.846973999999996,14.250379999999998,Bar
"Pizzeria ""al 22""",4dbee09f43a1d8504bc921c4,40.84542831504921,14.248256002380636,Pizza Place
Il Gelato Mennella,55a6c2a5498e2f07cdd7f7a7,40.843627960558564,14.249008720159381,Ice Cream Shop
Piazza del Gesù Nuovo,4c8cbf82c37a6dcb4be1f97a,40.84705303332752,14.251842483923676,Plaza
Pedamentina a San Martino,51bdcd98498e3cd961ee0363,40.84566924790632,14.243528331935304,Trail
Ristorante Al 53,4c8cba3df0ce236a03a11aef,40.84866771544055,14.250225632431464,Italian Restaurant
Pizzeria Giuliano,4b8ecf2cf964a5207f3833e3,40.84561425644705,14.250846958154574,Pizza Place
6 small rooms,4ba69447f964a520f35f39e3,40.84569943338236,14.249971361575625,Hostel
Pizzeria da Attilio,4dbeefc06e810768bf991b96,40.84528772759621,14.248390650453286,Pizza Place
Piazza Dante,4bf78ff9b182c9b6acff755a,40.849016483386066,14.250187996123818,Plaza
Fantasia Gelati,4c0c14a27e3fc9280c4df682,40.84568599915437,14.249302425996465,Ice Cream Shop
Libreria Berisio,550ee593498e446e1f0f8318,40.84940538217767,14.25114938774787,Bookstore
Complesso Santa Chiara,51badee2498eaaef95007eb8,40.84601971051118,14.253205892266903,Historic Site
Piazza Montesanto,4ede486d29c2b9122cf4d74e,40.84733404888337,14.245808294922107,Plaza
Zen 2,4f268648e4b0acaffa37de8a,40.847371792927156,14.249834360737498,Japanese Restaurant
Port'Alba,4fb4d69de4b0fbb02d93b67e,40.84944801189313,14.250506163021054,Historic Site
Lazzarella,4cc450edd43ba143261a66f8,40.846360502719065,14.251270369624278,Café
Palazzo Magnocavallo B&B,5278d76611d26928eab1a351,40.84441451495511,14.245855808258055,Bed & Breakfast
Gay-Odin,4e88b0c77beb54dc103a4807,40.84771247232021,14.253135616979515,Ice Cream Shop
Il Garum,4ccc0dca566aa09317af1efd,40.84506,14.250420000000002,Italian Restaurant
San Francesco Al Monte Hotel Naples,4bc88778dc55eee10f88e8ac,40.843206836018055,14.244564878660526,Hotel
Fresco & Toast,56b25749498e28dddb5a071f,40.84785686365941,14.253405290957101,Sandwich Place
Spaccanapoli,4d8366e440a7a35d45eaf4bd,40.847935456297186,14.253376900837955,Road
Drago D'oro,4df3f22752b100c2d7fc9edb,40.844471006001505,14.251395284361665,Chinese Restaurant
Spritz da Cammarota,4f64916ee4b09987d16634a3,40.8421160417837,14.247617923655538,Bar
Leopoldo,5117b129e4b0810630d4bd77,40.847912257599354,14.249535221515195,Dessert Shop
Mexico,4c7b9f6197028cfa324ce1fe,40.84930825054036,14.249967250463845,Café
Leon d'Oro,4c780a92794e224bd0cd6028,40.848775656454464,14.25009437286629,Italian Restaurant
Pepe Nero,5066e99fe4b073ee75da3b57,40.84412871306977,14.249214969976482,Restaurant
Centro Storico di Napoli,5206227711d2055533721863,40.84747750849016,14.252763675631476,Historic Site
Cinema Modernissimo,4c1d0606fcf8c9b6d903ab0b,40.84778253847424,14.249830258601392,Multiplex
Gelateria Della Scimmia,4c6e60b0d5c3a1cdde10c82b,40.84425314510168,14.24926039285575,Ice Cream Shop
La Taverna a Santa Chiara,51ee6e6f498e08cbc51fba96,40.84728,14.25322,Italian Restaurant
Piazza Monteoliveto,4dc3e451d164eb9c9fc68854,40.84543419082932,14.25086671615875,Plaza
Leopoldo Infante,540185c6498e30d5fcd063db,40.845045035719174,14.249204534557649,Dessert Shop
Grand Hotel Oriente,4bd73e65304fce72514233ab,40.842695643520386,14.25020267401951,Hotel
Pizzeria 900,4d3c28b1457cb60ca53aeda4,40.846236,14.249038,Pizza Place
Bourbon Street Jazz Club,4d41da22e6b788bf7dc348f4,40.850241718392674,14.25074815750122,Jazz Club
Galleria 19,4d45df61e198721ee726ca8b,40.848670186450455,14.252520231652744,Nightclub
Gay-Odin,4c80ae436cc2b713fabf139b,40.84481347488872,14.248857265303547,Candy Store
'O Greco,5176ae71e4b0888c413baf9d,40.848000142230894,14.253166814130351,Greek Restaurant
Il Birraiuolo - Craft Beer Bar,54d3e89e498eb8dbbdf758e5,40.8504222885865,14.250740110874176,Beer Bar
Mercato Pignasecca,4ddbc0c1091a19449efcdb1a,40.84615240763456,14.248164569895167,Market
Fiorenzano Pizzaioli Dal 1897,5a9d9cdfe075506f4a08cf0a,40.847218,14.246012,Pizza Place
Brigantaggio & Beveraggio,52d6f7e611d2f8a74eb456bf,40.84608840942383,14.25119400024414,Pub
H&M,4eb076bf9a52c49f4c9bddb1,40.8429018575007,14.248972461859449,Clothing Store
Tandem,5b61b2c5da7080002c3a112b,40.846176,14.251351000000001,Italian Restaurant
Culture Hotel,51505118e4b05bcb35516455,40.84431844500255,14.251701413911054,Hotel
Chiesa di Santa Maria la Nova,4f66f1efe4b041039fe51b2c,40.843764799085406,14.252394606165035,Church
Hopera Cafe' 900,5177d2d0067d733267762ccd,40.846640356137634,14.251458942890167,Café
"Trattoria ""A Pignata""",4ea5b36c8b81a02f8af312b8,40.84264746467072,14.248320834245582,Trattoria/Osteria
Fontana di Monteoliveto,4d6a4612342b8cfa0ed2d42c,40.8454844844376,14.250908583408377,Fountain
Ceraldi Caffè,4d54d50158856dcb6c8c426d,40.84440012671372,14.249093016030136,Café
Burger King,55e1ac47498e3be4f6dea2cb,40.844366811202974,14.249606742781902,Fast Food Restaurant
Caffè Bristot Toledo,53070b8d498e81754948c893,40.84260226567526,14.249336977548394,Bistro
Taverna del Cerriglio,4c8cb9495e38b1f710d633f9,40.84674394839258,14.251499616657286,Pizza Place
O' Munaciello,4c0cea5898102d7fec4fe106,40.84683,14.251560000000001,Italian Restaurant
Volver Café,4d5f04aae4fe54818ecb6e9e,40.850075291485325,14.250645797564292,Nightclub
Castel Sant'Elmo,4bb4f4a00fb7b71300bcbf8a,40.844407775352025,14.239091703811093,Castle
Largo San Martino,4c1045206b7e2d7fbc752735,40.844185611977956,14.240578534302184,Plaza
Belvedere Di San Martino,556705f5498ee2d4feddae39,40.84416102480422,14.240650805666867,Scenic Lookout
Trattoria Totó Eduardo e Pasta e Fagioli,4e99d49c02d5df1b50008efe,40.8483137360325,14.241328640111314,Trattoria/Osteria
Certosa di San Martino,4c9f5a2254c8a1cde10c964b,40.844174885990775,14.24067362545423,Church
Pedamentina a San Martino,51bdcd98498e3cd961ee0363,40.84566924790632,14.243528331935304,Trail
Museo di San Martino,4ce93ec0595cb1f72c8acd14,40.843810863814454,14.240289652674766,Art Museum
Frank Malone,4bdb3c982a3a0f475010aeb6,40.845851445673006,14.237177371144067,Pub
Archivio Storico,51784831e4b0cca38650fd35,40.84419742886004,14.234750061674307,Bar
Morrigan,4dcd8dc0fa7664b7c6919e2f,40.84372955816367,14.235626525869884,Pub
diWine,5059c769e4b0fbd82872bde0,40.84421546024512,14.235595418792276,Wine Bar
Ristorante Renzo e Lucia,4e0244ee1f6ef39c2945d3ac,40.845211792873904,14.238995240126467,Italian Restaurant
America Hall,4d2233ec6e8c37042f8a09a0,40.8454717725281,14.237411185754258,Movie Theater
Cantina La Barbera,506f55e4e4b0a462f98ad1e4,40.844685002105635,14.23394401351095,Winery
Arx Café,4cd169d92fd9b60ccdbe86eb,40.844469591944645,14.239940591619707,Café
Parco Viviani,4d68e1dbfd7ea35dc6f39d4a,40.848563866938136,14.239347189697313,Park
Eagle Gym,4c852243d4e237041ac77f88,40.84590060231145,14.241857914687364,Gym
