index,Borough,Latitude,Longitude
41,Chiaia,40.83881320958924,14.224993309481741
42,Chiaia,40.83195523964195,14.216157712335843
43,Chiaia,40.833027548914465,14.238484028375156
44,Chiaia,40.83798492941759,14.236184427771375
45,Chiaia,40.8367836011281,14.217212473473003
46,Chiaia,40.83432153214632,14.220265504053708
47,Chiaia,40.83153301459629,14.213009097604418
48,Chiaia,40.83631648911166,14.22687010675353
49,Chiaia,40.834514389798805,14.224001768711705
50,Chiaia,40.832477334379725,14.225895206615137
51,Chiaia,40.83727792041422,14.217420624844861
52,Chiaia,40.82755636951064,14.21671459976389
53,Chiaia,40.837660244699016,14.230771994353052
54,Chiaia,40.830323813518575,14.22114494714581
55,Chiaia,40.826187250985726,14.216232922226833
56,Chiaia,40.8398775980824,14.238883906558883
57,Chiaia,40.8366573646224,14.237312795326892
58,Chiaia,40.83676693780143,14.219885798969825
59,Chiaia,40.836337649253906,14.227539685908305
60,Chiaia,40.83590363199319,14.239681727003166
61,Chiaia,40.82625881624987,14.218240227090654
62,Chiaia,40.8376234122199,14.211974863567539
63,Chiaia,40.83233112403915,14.236844613353124
64,Chiaia,40.83336543608006,14.214129054644125
65,Chiaia,40.82796751040754,14.216065558396304
66,Chiaia,40.835473280839274,14.234827478124878
67,Chiaia,40.83954820397105,14.239942489216922
68,Chiaia,40.83416279383381,14.240009752982845
69,Chiaia,40.83832116294394,14.23911444062483
70,Chiaia,40.83179035612144,14.224497732977232
71,Chiaia,40.83735983735424,14.243687523860505
72,Chiaia,40.83233256508284,14.235264509379503
73,Chiaia,40.841148403701446,14.239047508391732
74,Chiaia,40.82529448004826,14.219926847335193
75,Chiaia,40.836589507962124,14.220648105289108
76,Chiaia,40.83305098403889,14.238542152395862
77,Chiaia,40.83842133702526,14.237504997180924
78,Chiaia,40.83288088214315,14.219953125558895
79,Chiaia,40.83907134707499,14.239977226428964
80,Chiaia,40.834601207518844,14.215108204892328
81,Chiaia,40.84079515374134,14.239050351130757
82,Chiaia,40.83108746958536,14.224603190288025
83,Chiaia,40.83553439008796,14.21728289242402
84,Chiaia,40.83379175331012,14.215256178796128
85,Chiaia,40.83603252381777,14.221878844663896
86,Chiaia,40.83122463535231,14.214950590940745
87,Chiaia,40.833630568397304,14.238570831546713
88,Chiaia,40.83849065022509,14.213117436110448
89,Chiaia,40.83484852831538,14.241337384463774
90,Chiaia,40.831213052502875,14.224328534512926
91,Chiaia,40.8359042963157,14.241593689865743
92,Chiaia,40.82748358830338,14.218803733232031
93,Chiaia,40.83835288263157,14.22366305304331
94,Chiaia,40.83193664377184,14.214885749275796
95,Chiaia,40.83719502371077,14.218338919279875
96,Chiaia,40.83260410591143,14.2194109184062
97,Chiaia,40.832053345122326,14.238254508416901
98,Chiaia,40.83443955740955,14.226580305382537
99,Chiaia,40.834014305132115,14.221258680505033
100,Chiaia,40.830060239366816,14.217252386177568
101,Chiaia,40.829940164207976,14.212848268464876
102,Chiaia,40.828968568674746,14.218641561986209
103,Chiaia,40.83477227633347,14.236725651164805
104,Chiaia,40.83958101382581,14.238692838452623
105,Chiaia,40.83477481459076,14.232747237132914
106,Chiaia,40.83733273235846,14.240655118876381
107,Chiaia,40.834251231079726,14.227424831259711
108,Chiaia,40.83228885494063,14.223588575654627
109,Chiaia,40.832604610529394,14.225179745941455
110,Chiaia,40.83334622040265,14.232393111960286
111,Chiaia,40.83319281454505,14.222988810052664
112,Chiaia,40.83758316096621,14.217606264703305
113,Chiaia,40.836451418796536,14.212630087584554
114,Chiaia,40.82708808990226,14.214039837311555
115,Chiaia,40.831468479068114,14.216083936209168
116,Chiaia,40.82390086638225,14.219141564408204
117,Chiaia,40.82969765490398,14.222855070285908
118,Chiaia,40.840643216694986,14.23759131856846
119,Chiaia,40.83545040051157,14.218980994805534
120,Chiaia,40.83785356052696,14.220302097485735
121,Chiaia,40.840615392999524,14.23816821001415
122,Chiaia,40.83556549806802,14.21723365190089
123,Chiaia,40.83393112197989,14.233111685359255
124,Chiaia,40.831277778719894,14.223167945462711
125,Chiaia,40.83285822666275,14.223020752421027
126,Chiaia,40.827351068976824,14.219477227802468
127,Chiaia,40.83297076465158,14.216751284243351
128,Chiaia,40.83621544903038,14.236999721145445
129,Chiaia,40.832762721129136,14.235271531370856
130,Chiaia,40.83436651258424,14.23755245799944
131,Chiaia,40.8332410481674,14.225309790055432
132,Chiaia,40.83185713944634,14.239932585373094
133,Chiaia,40.83017133987828,14.222296625919807
134,Chiaia,40.82723211851614,14.215366707841556
135,Chiaia,40.83618041587365,14.230413790276977
136,Chiaia,40.83742298987166,14.213488627368184
137,Chiaia,40.832708648978446,14.224996935767674
138,Chiaia,40.82990916265143,14.222380198542073
139,Chiaia,40.8291336509547,14.215831665539303
140,Chiaia,40.83463093965904,14.212045710973394
141,Chiaia,40.837146694425705,14.229547413332256
142,Chiaia,40.837482153428255,14.227509247166626
143,Chiaia,40.834562185521094,14.224922615207705
144,Chiaia,40.83714039078675,14.242637995269382
145,Chiaia,40.831872833181684,14.218679366634653
146,Chiaia,40.826764744030896,14.218018905213873
147,Chiaia,40.83786980863493,14.242317838320387
148,Chiaia,40.82930101968952,14.22047494777871
149,Chiaia,40.836108723863845,14.244600702675108
150,Chiaia,40.83851629941771,14.234838259232971
151,Chiaia,40.8356425418416,14.238339487540706
152,Chiaia,40.835776854776185,14.240309095549108
153,Chiaia,40.833489676450135,14.232868240215234
154,Chiaia,40.831199678062966,14.22207333636803
155,Chiaia,40.83613547934176,14.22192713513095
156,Chiaia,40.83762693770859,14.235363387500781
157,Chiaia,40.830032084179166,14.214954829910521
158,Chiaia,40.83808612534167,14.22359981499281
159,Chiaia,40.83578140008576,14.221330918992843
160,Chiaia,40.833335414852044,14.233665259484658
161,Chiaia,40.8370473526229,14.221325060090551
162,Chiaia,40.83488618906413,14.214358398087366
163,Chiaia,40.8385022675521,14.240060438077906
164,Chiaia,40.835864668794905,14.226877222170003
165,Chiaia,40.837943192387954,14.231867623543382
166,Chiaia,40.835942179869384,14.233758536323643
167,Chiaia,40.82938057431644,14.221260466153643
168,Chiaia,40.83469698023015,14.21149966476189
169,Chiaia,40.83547098246319,14.236009229362944
170,Chiaia,40.82681815072814,14.217270505665592
171,Chiaia,40.841027644444104,14.2378844963454
172,Chiaia,40.83358132380778,14.217475752186557
173,Chiaia,40.83657809469071,14.239224859601531
174,Chiaia,40.832124213797556,14.217673367691104
175,Chiaia,40.838883345083616,14.23921647845327
176,Chiaia,40.8323599928767,14.222027915879343
177,Chiaia,40.83246932220892,14.239313868803732
178,Chiaia,40.84023495009618,14.237842621306037
179,Chiaia,40.82682994699631,14.21791812386505
180,Chiaia,40.83717756207213,14.239847143442761
181,Chiaia,40.8377412562282,14.230028295525353
182,Chiaia,40.834823010206655,14.229992485331186
183,Chiaia,40.83348673661188,14.233085683059722
184,Chiaia,40.83501531260211,14.223254588562558
185,Chiaia,40.83236574539202,14.226304525920828
186,Chiaia,40.83277585289518,14.224106147549746
187,Chiaia,40.82923049439677,14.218883580749992
188,Chiaia,40.83867167010312,14.243085470324583
189,Chiaia,40.83630736914934,14.236892781107928
190,Chiaia,40.83017769981586,14.216614223543695
191,Chiaia,40.83887496096102,14.223970119285038
192,Chiaia,40.83221596383232,14.236725312093347
193,Chiaia,40.83586468979249,14.2214683359543
194,Chiaia,40.836805643983,14.217649007816442
195,Chiaia,40.83280550015806,14.22156623848372
196,Chiaia,40.833606940180644,14.212067923903016
197,Chiaia,40.83488279256131,14.224839308385015
198,Chiaia,40.83079175363538,14.218186611281443
199,Chiaia,40.833118025725966,14.240592437585343
200,Chiaia,40.83077721298665,14.216210505455939
201,Chiaia,40.83918431460186,14.235177311883737
202,Chiaia,40.83126419929568,14.216205724314358
203,Chiaia,40.832514775117446,14.240709623940921
204,Chiaia,40.832637050744985,14.23060513094283
205,Chiaia,40.83295022292594,14.219930125593399
206,Chiaia,40.83847865790026,14.239390400538488
207,Chiaia,40.83936550772205,14.232899515179009
208,Chiaia,40.835949302078625,14.241232163464284
209,Chiaia,40.83703525281694,14.238690115366648
210,Chiaia,40.838238269829084,14.239269987620238
211,Chiaia,40.83128376719929,14.222444968029322
212,Chiaia,40.837508618997,14.244074625799415
213,Chiaia,40.832315753937095,14.222016968179833
214,Chiaia,40.825331578602025,14.21762272789015
215,Chiaia,40.83756628112381,14.228916589352337
216,Chiaia,40.83573858448919,14.236325032502464
217,Chiaia,40.83754708245854,14.23022380184635
218,Chiaia,40.82736045380207,14.217835178900952
219,Chiaia,40.83417113855948,14.235730555119476
220,Chiaia,40.8378661480272,14.214372680663901
221,Chiaia,40.834409343333306,14.22366287128857
222,Chiaia,40.83282008471863,14.214671998574993
223,Chiaia,40.83478052265637,14.237296011046647
224,Chiaia,40.833188994563244,14.214553447041702
225,Chiaia,40.83079532981584,14.215556385948519
226,Chiaia,40.83273212046589,14.23392167213821
227,Chiaia,40.83363161073818,14.219669604041963
228,Chiaia,40.83789894659517,14.224890230294292
229,Chiaia,40.83860887564904,14.241491928998068
230,Chiaia,40.83464557619722,14.238207251099048
231,Chiaia,40.82930219889257,14.218232861639788
232,Chiaia,40.83768294265068,14.236764742166685
233,Chiaia,40.83549590060041,14.222286464367864
234,Chiaia,40.82933021429056,14.218353165827137
235,Chiaia,40.83194335772803,14.215048175701536
236,Chiaia,40.83731045372203,14.213181803284954
237,Chiaia,40.832316409883646,14.217357259529214
238,Chiaia,40.832853240007935,14.214281313456304
239,Chiaia,40.833107692381446,14.21208886425383
240,Chiaia,40.837761571533974,14.212043121665403
241,Chiaia,40.83708625645103,14.233205278976856
242,Chiaia,40.83187928821911,14.215540981176542
243,Chiaia,40.83326555411964,14.239697342915257
244,Chiaia,40.83495053622062,14.21133635197306
245,Chiaia,40.83558104642489,14.235770654515813
246,Chiaia,40.83325095077832,14.231581155454112
247,Chiaia,40.83898717517588,14.241812729667753
248,Chiaia,40.835168071164816,14.224170150914487
249,Chiaia,40.838231049924865,14.231676628174155
250,Chiaia,40.82753489676164,14.215980583386603
251,Chiaia,40.83876153991131,14.237949120106425
252,Chiaia,40.83053423588932,14.216189436792982
253,Chiaia,40.833485449938905,14.2116732100634
254,Chiaia,40.82521335386168,14.218149857169058
255,Chiaia,40.83050954893199,14.213016434299732
256,Chiaia,40.82390575662634,14.219385311542878
257,Chiaia,40.838157117387226,14.212184883501246
258,Chiaia,40.83824293295137,14.222516125189607
259,Chiaia,40.82499296991143,14.219222762917155
260,Chiaia,40.83744164933933,14.226910933124106
261,Chiaia,40.8318268823019,14.237640848076335
262,Chiaia,40.83263659113006,14.228258790951424
263,Chiaia,40.82840907965781,14.216392948668416
264,Chiaia,40.8317934141006,14.239757959773833
265,Chiaia,40.837648078781356,14.235720177790332
266,Chiaia,40.824996240831865,14.222135956968652
267,Chiaia,40.83240280617748,14.238733703323138
268,Chiaia,40.82801156669919,14.214466123567048
269,Chiaia,40.836911596714124,14.219487441075335
270,Chiaia,40.83512320007724,14.22547478147352
271,Chiaia,40.826380621824356,14.224536912314406
272,Chiaia,40.83745896129389,14.227779095962163
273,Chiaia,40.83305970288374,14.224864924761636
274,Chiaia,40.83926848996944,14.235491447651269
275,Chiaia,40.831153591252516,14.223569378777256
276,Chiaia,40.83477531616047,14.227960554379585
277,Chiaia,40.83878363217746,14.226847987310672
278,Chiaia,40.832788980974286,14.235092188565469
279,Chiaia,40.83126676154839,14.216746808479058
280,Chiaia,40.83219089131508,14.221419819797058
281,Chiaia,40.83491260611958,14.231375067462348
282,Chiaia,40.83838587691135,14.23959209173151
283,Chiaia,40.833828692638704,14.216326424520872
284,Chiaia,40.8328167474261,14.234929324379111
285,Chiaia,40.82587982083386,14.21767319333206
286,Chiaia,40.83615989053788,14.225343658192632
287,Chiaia,40.83662090963665,14.211801486219022
288,Chiaia,40.835320540094365,14.231638687742192
289,Chiaia,40.83165996577869,14.216690511414122
290,Chiaia,40.8349494041476,14.236980907914493
291,Chiaia,40.83326390225878,14.227731851512214
292,Chiaia,40.8318421522395,14.228431798720868
293,Chiaia,40.837777445430035,14.223320499961513
294,Chiaia,40.83205030908432,14.228421781248194
295,Chiaia,40.83215333700296,14.24010348065815
296,Chiaia,40.83030477479514,14.217343011972881
297,Chiaia,40.83466764549663,14.21318835797886
298,Chiaia,40.830384169621,14.213441709038555
299,Chiaia,40.839119276823766,14.237541910099738
300,Chiaia,40.83440712088297,14.236196852603332
301,Chiaia,40.831908020645706,14.228875499870494
302,Chiaia,40.82616653357032,14.220564707502383
303,Chiaia,40.833028305952006,14.229660410541369
304,Chiaia,40.829061550892966,14.218055829087623
305,Chiaia,40.838973165774846,14.234039420879439
306,Chiaia,40.827654324227474,14.217073488203612
307,Chiaia,40.83707883217263,14.217209731811987
308,Chiaia,40.82578149771082,14.216875508086401
309,Chiaia,40.83159952911833,14.212645179736647
310,Chiaia,40.83848101217364,14.229355161483275
311,Chiaia,40.838105693495905,14.241227448005201
312,Chiaia,40.82845135126163,14.216362205900968
313,Chiaia,40.83370787279642,14.23870494053468
314,Chiaia,40.832928213898896,14.212383071959962
315,Chiaia,40.82813065157139,14.221114484998694
316,Chiaia,40.82769986013948,14.219093326144247
317,Chiaia,40.83760500674301,14.220910745292572
318,Chiaia,40.83688392058058,14.227437811058216
319,Chiaia,40.83720217703934,14.234488542215521
320,Chiaia,40.82879153082065,14.2138839794853
321,Chiaia,40.82744280133087,14.217441358153001
322,Chiaia,40.82443418011932,14.219259711465146
323,Chiaia,40.836754705043674,14.22781879052901
324,Chiaia,40.83329324756818,14.211888909765623
325,Chiaia,40.83273376225336,14.23560100867917
326,Chiaia,40.837958399700796,14.234890040666171
327,Chiaia,40.8319667192842,14.231201422488935
328,Chiaia,40.832949029737044,14.235865539578834
329,Chiaia,40.82584573703647,14.222032304330924
330,Chiaia,40.83336900342647,14.223239457634085
331,Chiaia,40.83169544977662,14.228019526594805
332,Chiaia,40.83130002632246,14.223156265890998
333,Chiaia,40.834091787765445,14.21440213668122
334,Chiaia,40.83479007331276,14.23363243049615
335,Chiaia,40.83535367560358,14.217045473458453
336,Chiaia,40.83087760140373,14.226219011680666
337,Chiaia,40.83295296162543,14.220867173597501
338,Chiaia,40.834446823672636,14.219314688361655
339,Chiaia,40.828182867255876,14.216596275511124
340,Chiaia,40.83814184945898,14.243155970414943
341,Chiaia,40.82447034668812,14.219971139642647
342,Chiaia,40.83484761322996,14.213287706521523
343,Chiaia,40.82963439867267,14.221310119918854
344,Chiaia,40.82509307480222,14.221336902690712
345,Chiaia,40.83480428067314,14.23665341553517
346,Chiaia,40.833788763881465,14.211843769947025
347,Chiaia,40.83599049520119,14.22652466836882
348,Chiaia,40.83245544380295,14.222007430313475
349,Chiaia,40.82551760218498,14.218099717721056
350,Chiaia,40.827565312613814,14.215494240048368
351,Chiaia,40.83368919301512,14.22715993652365
352,Chiaia,40.83123623728538,14.22176875588122
353,Chiaia,40.833248354898814,14.237708923573313
354,Chiaia,40.833026402824146,14.237124263555017
355,Chiaia,40.83802505008926,14.222828302791127
356,Chiaia,40.83310174320129,14.217989209013826
357,Chiaia,40.83546014755085,14.224620832899783
358,Chiaia,40.8337093603468,14.221118168252293
359,Chiaia,40.833488256366834,14.216489767470424
360,Chiaia,40.83450172136019,14.235918256562414
361,Chiaia,40.82752473420176,14.217585231389476
362,Chiaia,40.830138819716055,14.2163301189995
363,Chiaia,40.83543766055316,14.233821685994625
364,Chiaia,40.83825909914144,14.234824719122303
365,Chiaia,40.83797348067204,14.227877957815643
366,Chiaia,40.832147794162005,14.232513036935467
367,Chiaia,40.83786845076333,14.229003608982648
368,Chiaia,40.83512974533091,14.240729286657693
369,Chiaia,40.83481091719291,14.231650825960434
370,Chiaia,40.83832727555585,14.232159304345625
371,Chiaia,40.83318704147781,14.214016396291727
372,Chiaia,40.828579030134115,14.214458291767071
373,Chiaia,40.832366792844674,14.223147200795989
374,Chiaia,40.83766642355125,14.211605832147729
375,Chiaia,40.83252288099563,14.227753361579376
376,Chiaia,40.83967496919486,14.238937584122027
377,Chiaia,40.82991104964895,14.215772758979243
378,Chiaia,40.83496671230392,14.217465309846423
379,Chiaia,40.83801251660349,14.228646430777983
380,Chiaia,40.83340488479098,14.235380337726097
381,Chiaia,40.830609392563844,14.223480306053837
382,Chiaia,40.826311873855,14.216688438283754
383,Chiaia,40.83823693902717,14.222322478756842
384,Chiaia,40.82844596248504,14.218529558502084
385,Chiaia,40.83232321671664,14.225411396867537
386,Chiaia,40.833501844858446,14.218544713353218
387,Chiaia,40.82733526429896,14.216671073208412
388,Chiaia,40.8360663815471,14.212746853934146
389,Chiaia,40.835981441707126,14.222435310638845
390,Chiaia,40.83234572222674,14.240791799148319
391,Chiaia,40.83826731340442,14.221403896969415
392,Chiaia,40.832487124383384,14.22355784265123
393,Chiaia,40.83304930162877,14.23989677777972
394,Chiaia,40.832413379432886,14.221769625248504
395,Chiaia,40.83568040493829,14.239080225278396
396,Chiaia,40.83511776124097,14.229182611227372
397,Chiaia,40.83834460472487,14.241932135525753
398,Chiaia,40.83736331239561,14.242386082799799
399,Chiaia,40.832763516667924,14.227718930092788
400,Chiaia,40.83445119656321,14.221014766289318
401,Chiaia,40.832656690653195,14.227678341916887
402,Chiaia,40.836039287879395,14.230049207518492
403,Chiaia,40.8388239865548,14.23200797530657
404,Chiaia,40.840319779153084,14.237416956760882
405,Chiaia,40.83593974149494,14.227367588231315
406,Chiaia,40.830954215579695,14.218762876206101
407,Chiaia,40.83249644537582,14.215936494589295
408,Chiaia,40.82898570081836,14.214513827017791
409,Chiaia,40.83591509304915,14.225374126573485
410,Chiaia,40.838937028111665,14.234223744459278
411,Chiaia,40.83490521898297,14.24098790707232
412,Chiaia,40.83059034317795,14.221730244750164
413,Chiaia,40.83272241666956,14.230753151924956
414,Chiaia,40.835457558310615,14.237321323160149
415,Chiaia,40.82926134183606,14.215843409100922
416,Chiaia,40.836722919771404,14.224384801421749
417,Chiaia,40.83650542749566,14.23757221018666
418,Chiaia,40.83617099100197,14.232651887528053
419,Chiaia,40.82654909251694,14.218207379212737
420,Chiaia,40.83318045018786,14.227803882337724
421,Chiaia,40.834923700498464,14.22547630116754
422,Chiaia,40.83175694266777,14.213861650810616
423,Chiaia,40.831364554438544,14.22202579865562
424,Chiaia,40.832408353686574,14.213342631318849
425,Chiaia,40.83877564644031,14.241630089754386
426,Chiaia,40.83369152628503,14.24094015770058
427,Chiaia,40.82697603910898,14.214173374860714
428,Chiaia,40.83647572874552,14.216335478983751
429,Chiaia,40.82854855781566,14.217415194321019
430,Chiaia,40.83844303874007,14.233325944335485
431,Chiaia,40.83523809706789,14.22464799615671
432,Chiaia,40.83552048668201,14.234478219325766
433,Chiaia,40.830476075868056,14.222906145530695
434,Chiaia,40.83788100317878,14.23251448074838
435,Chiaia,40.838536502502244,14.213281247863845
436,Chiaia,40.83354452731786,14.236097247076357
437,Chiaia,40.836004280324474,14.219547954250983
438,Chiaia,40.83691917847296,14.22665536912306
439,Chiaia,40.83511678707892,14.218610862708891
440,Chiaia,40.82839644170711,14.220733821105293
441,Chiaia,40.83336266681632,14.22057439169784
442,Chiaia,40.83160806787861,14.225891719532413
443,Chiaia,40.83090397526481,14.226200757777098
444,Chiaia,40.83496055755169,14.216551403028824
445,Chiaia,40.832183621504996,14.224391958740512
446,Chiaia,40.82938131799537,14.215509904744035
447,Chiaia,40.83209426299187,14.219498264965635
448,Chiaia,40.83862326176613,14.234449102832855
449,Chiaia,40.832979338490894,14.213698651472164
450,Chiaia,40.832260725776514,14.227782563319133
451,Chiaia,40.83436363571625,14.232649214572923
452,Chiaia,40.83097896669754,14.218873850854601
453,Chiaia,40.829212209411615,14.217680027926093
454,Chiaia,40.83749760655458,14.217420847640506
455,Chiaia,40.83447741188794,14.234785081564228
456,Chiaia,40.83482454492534,14.214863571808054
457,Chiaia,40.83708761567939,14.237854444387136
458,Chiaia,40.83348148883226,14.216963283874081
459,Chiaia,40.82769045017326,14.214323359182846
460,Chiaia,40.834144340251434,14.237774332702275
461,Chiaia,40.82444282402447,14.21950132587008
462,Chiaia,40.831880496024255,14.230029063387983
463,Chiaia,40.83179332317097,14.230764315883661
464,Chiaia,40.83710502587276,14.241519727993573
465,Chiaia,40.83819257072241,14.222222964745676
466,Chiaia,40.82898944162682,14.213862315814234
467,Chiaia,40.83467588282031,14.21936116417502
468,Chiaia,40.82407931238227,14.219291315492447
469,Chiaia,40.836911360852355,14.21716875289897
470,Chiaia,40.838011575957104,14.24332719307884
471,Chiaia,40.83253950524062,14.239732393834865
472,Chiaia,40.833653650351444,14.21922710459692
473,Chiaia,40.8371523886981,14.213853062279792
474,Chiaia,40.83834153799793,14.239268983488643
475,Chiaia,40.83551204825921,14.2343991236334
476,Chiaia,40.836803656984266,14.223486962013139
477,Chiaia,40.83036151855505,14.21576922531539
478,Chiaia,40.829666846958,14.217899688976916
479,Chiaia,40.82708473709033,14.219394092619742
480,Chiaia,40.835100662505766,14.227987958317232
481,Chiaia,40.825557677221596,14.219085533526764
482,Chiaia,40.83028629002219,14.22076167958502
483,Chiaia,40.831751092320374,14.223226030335566
484,Chiaia,40.837837187675156,14.227642399559718
485,Chiaia,40.83683834515273,14.240165301766147
486,Chiaia,40.83421886443757,14.22721954003628
487,Chiaia,40.82590063826602,14.21538946130045
488,Chiaia,40.8329259392683,14.241191581259926
489,Chiaia,40.836181771319005,14.243060385810551
490,Chiaia,40.83336084296547,14.22626315423241
491,Chiaia,40.82666140708068,14.216475992485863
492,Chiaia,40.83679175428287,14.235793376889685
493,Chiaia,40.83496126150324,14.218375348938608
494,Chiaia,40.83369809737216,14.215187984408622
495,Chiaia,40.83774126980226,14.235416895179233
496,Chiaia,40.83769337218512,14.21698275772153
497,Chiaia,40.83463370763255,14.24120707987741
498,Chiaia,40.83427875260585,14.237379239965831
499,Chiaia,40.83826338879099,14.237528413442059
500,Arenella,40.866968064555635,14.223667978427786
501,Arenella,40.85719021621098,14.209342069885396
502,Arenella,40.85834248140407,14.234003017651252
503,Arenella,40.85740184884353,14.23677899860124
504,Arenella,40.848299542533674,14.21390995298795
505,Arenella,40.85957007004206,14.227175016119762
506,Arenella,40.862056470121736,14.19657089357932
507,Arenella,40.85755700160142,14.225652193964011
508,Arenella,40.85805367677559,14.225298277922418
509,Arenella,40.85018409549135,14.221333988109967
510,Arenella,40.8502783124457,14.222423767027776
511,Arenella,40.85012963872511,14.217633749244234
512,Arenella,40.85824204104001,14.199079975006708
513,Arenella,40.86076160312274,14.191507977592673
514,Arenella,40.848085380602264,14.22724430527891
515,Arenella,40.857409269710544,14.193125823082127
516,Arenella,40.857286762442484,14.235871835590732
517,Arenella,40.8571247900306,14.215420380149439
518,Arenella,40.85511462906814,14.214377446816234
519,Arenella,40.850417766585295,14.215992677028483
520,Arenella,40.859672477283844,14.196594041021132
521,Arenella,40.85873904176172,14.23006206555708
522,Arenella,40.85979614170218,14.210966299772444
523,Arenella,40.85654757910654,14.23119342659248
524,Arenella,40.86292350601487,14.191016026835975
525,Arenella,40.84715033966203,14.216558579808984
526,Arenella,40.849281825538704,14.230595830067935
527,Arenella,40.851387273899576,14.223882987622959
528,Arenella,40.868081020406215,14.225120758025865
529,Arenella,40.862479318375776,14.207514529132583
530,Arenella,40.85894030139486,14.21274469669068
531,Arenella,40.858314997506355,14.217259584284502
532,Arenella,40.85993259316667,14.193967930995765
533,Arenella,40.85877636222426,14.204732331168241
534,Arenella,40.857804667106194,14.222045657368708
535,Arenella,40.84931587516207,14.227649865158678
536,Arenella,40.85633421932566,14.211506378383346
537,Arenella,40.85748597090461,14.236019088496104
538,Arenella,40.853838496706956,14.235469019202975
539,Arenella,40.85306631836778,14.230045381643095
540,Arenella,40.85825348895941,14.218423659635993
541,Arenella,40.85964402265249,14.218703855648087
542,Arenella,40.85672510606845,14.230214206423797
543,Arenella,40.86080848578949,14.194735313051291
544,Arenella,40.85394303314592,14.221013985626072
545,Arenella,40.86069747578144,14.195163139584757
546,Arenella,40.852371486206636,14.227847647914952
547,Arenella,40.86748724126042,14.224602264358317
548,Arenella,40.8591943911336,14.202862742331954
549,Arenella,40.85262827238293,14.218586003175668
550,Arenella,40.86194525295385,14.213995788211584
551,Arenella,40.86111648056982,14.210928617293662
552,Arenella,40.85245502270184,14.216233992656303
553,Arenella,40.859105119793675,14.218529685213184
554,Arenella,40.86162231834218,14.219563714557637
555,Arenella,40.859359262611804,14.226410264720442
556,Arenella,40.85855096117255,14.21731668941545
557,Arenella,40.86052128415823,14.198695373125727
558,Arenella,40.864614249095844,14.222521451141125
559,Arenella,40.85025688747863,14.22432105979827
560,Arenella,40.867136939563125,14.225479521908985
561,Arenella,40.862680935711936,14.215475006316328
562,Arenella,40.85509025814164,14.209385891075064
563,Arenella,40.857697603651175,14.217519284062709
564,Arenella,40.859723895561146,14.232889546373519
565,Arenella,40.856936177386196,14.232533425749866
566,Arenella,40.85922208347958,14.197828330894612
567,Arenella,40.86298401331475,14.202118324679189
568,Arenella,40.86281337374564,14.214521100655176
569,Arenella,40.86367638205983,14.19187870327488
570,Arenella,40.849067420369735,14.229004839104004
571,Arenella,40.859615516184526,14.217154286254575
572,Arenella,40.86553755585468,14.22384084538029
573,Arenella,40.85507665119952,14.226423514285857
574,Arenella,40.85399182995218,14.22322958597557
575,Arenella,40.86668609572427,14.226901421912803
576,Arenella,40.850981014799906,14.218442499155449
577,Arenella,40.85827119886928,14.220749960937647
578,Arenella,40.85697906606688,14.229485277605539
579,Arenella,40.861249173019786,14.190992095535275
580,Arenella,40.85525044527392,14.215363298074882
581,Arenella,40.86093108804117,14.230352077685678
582,Arenella,40.84951970966546,14.230881954088474
583,Arenella,40.8543987565951,14.212240246853465
584,Arenella,40.850922601945896,14.223545675351353
